product_id,maxPrice,minPrice,Purchased?,Category
5744420,0.9499999999999998,0.9499999999999998,0,1.0
5875049,31.59,31.59,0,1.0
4623,217.46,217.46,0,1.0
5815124,3.57,3.57,0,1.0
5796679,3.48,3.16,0,4.0
5756177,7.965,7.965,0,2.5
5549780,3.0,3.0,1,1.0
5929029,1.43,1.43,0,1.0
5864804,2.6142857142857148,2.6142857142857148,1,1.0
5824135,12.7,12.7,0,1.0
5656122,24.5525,24.5525,1,1.0
5684650,5.79,5.79,0,1.0
5747367,0.73,0.73,0,0.5
5819576,14.6,14.6,0,1.0
5826979,3.940000000000001,3.940000000000001,1,1.4166666666666667
5910923,4.76,4.76,0,1.0
5854372,11.072857142857144,11.072857142857144,1,1.0
5846178,5.4,5.4,0,1.0
5895431,5.56,5.56,0,1.0
5842950,5.56,5.56,0,1.0
5854812,5.240000000000007,5.240000000000007,1,1.0955414012738853
5920292,5.71,2.855,0,0.5
5842724,8.73,8.73,0,1.0
5800868,7.37,7.37,0,4.0
5879114,19.453333333333333,19.453333333333333,1,2.6666666666666665
5887002,7.9399999999999995,7.9399999999999995,1,1.0588235294117647
5812117,3.6139999999999994,3.6139999999999994,1,1.1
5834751,6.02,6.02,0,1.0
5825991,3.89,3.89,1,1.0
5877381,3.9500000000000006,3.9500000000000006,0,1.0
5901865,3.02,3.02,0,1.0
5905561,2.86,2.86,0,1.0
5836198,4.6800000000000015,4.657619047619048,1,1.4285714285714286
5884063,3.6700000000000004,3.6700000000000004,1,1.0
5730516,0.79,0.79,0,1.0
5786837,5.545500000000001,5.545500000000001,1,1.1
5811824,5.54,5.54,0,1.0
5889628,7.9399999999999995,7.9399999999999995,1,1.3
5811498,5.506666666666667,5.506666666666667,1,1.0
5798802,1.8900000000000001,1.8900000000000001,1,1.2380952380952381
5864276,1.03,1.03,0,1.0
5921797,4.75,4.75,0,1.0
5603633,1.43,1.43,0,1.0
5736208,1.08,1.08,0,1.0
5908939,18.71,18.71,0,1.0
5834426,7.94,7.94,0,1.0
5345,1.2627777777777776,1.2627777777777776,1,1.0
5914284,5.425000000000001,5.140000000000001,0,1.0
5563104,3.0,3.0,1,0.8888888888888888
5794053,5.549411764705884,5.549411764705884,1,1.0588235294117647
5710290,5.54,5.54,0,1.0
5772458,4.759999999999999,4.759999999999999,1,2.0
5903943,1.35,1.35,0,1.0
5885320,11.355000000000002,10.813333333333334,1,1.0
5855566,3.43,3.43,0,1.0
5870682,4.84,4.84,0,1.0
5882955,6.59,6.59,0,1.0
5907813,17.986666666666668,17.986666666666668,1,1.3333333333333333
5786611,15.0,15.0,0,1.0
5753870,6.919090909090909,6.919090909090909,1,1.0
5880431,3.27,3.27,0,1.0
5904551,2.48,2.48,0,1.0
5862567,4.29,4.29,0,1.0
5915118,6.0,6.0,0,1.0
5799922,3.5700000000000003,3.5700000000000003,0,1.0
5713383,9.37,9.37,0,1.3333333333333333
5550048,3.0,3.0,0,1.0
5824758,3.02,3.02,0,1.0
5766122,5.24,5.24,0,1.0
5886475,3.25,3.25,0,0.8
5800344,7.46,7.46,0,1.0
5847367,4.29,4.29,0,1.0
5750285,5.32,5.32,0,1.0
28104,1.33,1.33,0,1.0
5814515,52.21999999999994,52.16096774193542,1,1.1935483870967742
5835712,8.73,8.73,0,1.0
5851615,3.02,2.9579999999999997,1,1.6
5834984,6.35,6.35,0,1.0
31541,3.49,3.49,0,1.0
5911788,1.27,1.27,0,1.0
5861112,0.31999999999999995,0.31999999999999995,1,1.3
5650137,5.32,5.32,0,1.0
5862001,31.73,31.73,0,1.0
5562820,0.54,0.54,0,1.0
5895424,7.94,7.94,0,1.0
5843759,5.41,5.41,0,1.0
5824196,2.404637681159419,2.404637681159419,1,1.3478260869565217
5862000,46.02,46.02,0,1.0
5819385,0.76,0.76,1,1.0
5826663,0.0,0.0,0,1.0
5887703,4.33,4.33,0,1.0
5801869,5.56,5.56,0,1.0
5902747,13.387916666666671,13.387916666666671,1,1.2083333333333333
5883256,11.1,11.1,0,1.0
5825918,6.02,6.02,0,1.0
5888090,11.070714285714287,11.070714285714287,1,1.2142857142857142
5820783,5.523750000000001,5.523750000000001,1,1.0
5836159,4.7041176470588235,4.7041176470588235,1,1.3529411764705883
5856740,27.78,27.78,0,1.0
5878989,2.38,2.38,0,1.0
5870296,3.931818181818181,3.931818181818181,1,1.0
5900657,7.566666666666666,7.566666666666666,0,1.0
5923473,0.0,0.0,0,1.0
5799082,1.78,1.685,0,1.0
5710688,6.98,6.98,0,1.0
5831821,4.6,4.6,0,1.0
5893845,1.7199999999999993,1.7199999999999993,1,1.1153846153846154
5857991,7.860000000000001,7.860000000000001,1,1.6
5862136,5.779999999999999,5.779999999999999,0,1.0
5697069,2.22,2.22,0,1.5
72398,1.29,1.29,0,1.0
5878980,2.38,2.38,0,1.0
5830524,3.9499999999999997,3.9499999999999997,1,1.0
5862128,5.56,5.56,0,1.0
5800423,10.95,10.95,0,1.0
5758936,3.16,3.16,0,1.0
5846805,25.319999999999997,25.319999999999997,1,1.0
5884501,5.56,5.56,0,1.0
5685798,0.15892857142857153,0.15892857142857153,1,1.1785714285714286
5850845,21.86,21.86,0,1.0
5823454,5.22,5.22,1,1.0
5856704,7.0,7.0,0,1.0
5904334,1.59,1.4700000000000002,0,2.5
5875647,26.02,26.02,0,1.0
5851890,31.11,31.11,0,1.0
5912301,23.35,23.35,0,1.0
5679659,5.79,5.79,0,1.0
5678263,5.16,5.16,1,1.0
5857341,1.8533333333333333,1.8533333333333333,0,1.0
5801056,9.21,9.21,1,1.0
5892046,9.320000000000002,9.320000000000002,0,1.0
5886707,2.3799999999999994,2.3799999999999994,1,1.4285714285714286
5886755,1.59,1.59,1,1.1428571428571428
5766069,13.49,13.49,0,2.0
5805586,3.97,3.97,0,1.0
5684432,2.62,2.62,0,1.0
5813299,9.44,9.44,0,1.0
5661288,5.59,5.59,0,1.0
5804287,14.13,14.13,0,2.5
5682575,1.9,1.9,0,1.0
5813917,3.16,3.16,0,1.0
5862228,20.495,20.495,1,1.125
5909365,23.87,23.87,0,1.0
5771939,9.840000000000002,9.840000000000002,1,1.2727272727272727
5898959,9.43,9.43,0,1.0
5819066,13.4225,13.4225,0,1.0
47611,0.7819999999999998,0.7789999999999997,1,1.15
5893870,42.7,42.7,0,1.0
5724570,2.48,2.48,1,0.9090909090909091
5859193,1.65,1.65,0,1.0
5760335,1.8999999999999992,1.8999999999999992,1,0.9090909090909091
5907856,1.43,1.43,0,1.0
5861609,15.03,15.03,0,1.0
5651998,4.19,4.19,1,1.0
5836403,6.0,6.0,0,1.0
5866471,3.3299999999999987,3.3299999999999987,1,0.9090909090909091
5862309,0.79,0.79,0,2.5
5769323,0.95,0.95,0,1.0
5768048,1.27,1.27,0,1.0
5859087,4.44,4.44,0,1.0
5739057,4.737017543859649,4.730526315789473,1,1.0350877192982457
5875546,2.0500000000000003,2.0500000000000003,1,1.3
5868908,9.068,8.8,1,1.2
5844335,14.51,14.51,0,1.0
5771951,7.3,7.3,0,1.0
5722500,6.32,6.32,1,1.75
5846314,4.14,4.14,0,1.0
5800748,10.95,10.95,0,1.0
5770861,4.716666666666667,4.716666666666667,0,1.0
5876402,3.89,3.89,0,1.0
5912732,24.0,24.0,0,1.0
5731091,32.21333333333333,32.21333333333333,1,1.0
5889280,8.0,8.0,0,1.0
5866576,5.6,5.6,0,1.0
5726179,3.0,3.0,0,1.0
5843746,7.050833333333333,7.050833333333333,1,1.5
5853601,7.860000000000001,7.860000000000001,1,1.2222222222222223
5916113,4.21,4.21,0,1.0
5906060,5.56,5.56,0,1.0
5862144,5.779999999999999,5.779999999999999,0,1.0
5845194,1.49,1.49,0,1.0
5843994,12.78,12.78,0,1.0
5622432,12.68,12.68,1,0.8888888888888888
5760173,12.482527472527456,11.91747252747251,1,1.120879120879121
5834737,1.9800000000000002,1.9800000000000002,1,1.1764705882352942
5691524,5.54,5.54,0,1.0
5862135,5.56,5.56,1,1.5
5888059,57.08483870967746,57.08483870967746,1,1.0
5806396,5.87,5.87,0,2.5
5734532,3.97,3.97,1,1.4
5899926,3.9120408163265323,3.906734693877553,1,1.0510204081632653
5765725,13.49,13.49,0,1.5
5878421,4.6,4.6,0,1.0
5793269,6.9,6.9,0,1.0
5649282,5.419999999999999,5.419999999999999,0,1.0
5905207,8.73,8.73,0,1.0
5812505,6.51,6.51,0,1.0
5842126,1.59,1.59,0,1.0
5878250,15.24,15.24,0,1.0
5301,25.08,25.08,0,1.0
5801118,3.65,3.65,0,1.0
5900878,5.478888888888889,5.397777777777778,1,1.5555555555555556
5830498,3.95,3.95,0,1.0
5809130,12.71,12.71,0,1.0
5839640,2.3700000000000006,2.3475000000000006,1,0.875
5910244,6.329999999999999,6.329999999999999,1,1.0
5870459,11.11,11.11,0,1.0
5826394,5.56,5.56,0,1.0
5693515,5.540000000000001,5.540000000000001,1,1.3333333333333333
5851969,22.86,22.86,0,1.0
5770038,2.809999999999999,2.809999999999999,1,1.0
5811497,5.4799999999999995,5.4799999999999995,0,1.0
5745360,1.43,1.43,0,1.5
5903722,1.4700000000000002,1.4700000000000002,0,1.0
5852090,4.13,4.13,0,1.0
5894668,3.0666666666666664,3.0666666666666664,0,1.3333333333333333
5850472,7.779999999999999,7.779999999999999,1,1.1176470588235294
5662277,1.43,1.4166666666666667,0,0.6666666666666666
6226,5.24,5.24,0,1.0
5805442,7.935,7.935,0,1.0
5677447,1.3475000000000008,1.3450000000000009,1,1.375
5758938,2.38,2.38,0,1.6666666666666667
5814699,3.9699999999999998,3.9699999999999998,1,1.375
5819589,12.54,6.27,0,2.0
5690193,5.79,5.79,0,1.0
5771424,5.56,5.56,0,1.0
5919972,252.38,252.38,0,1.0
5850828,13.02,13.02,0,1.0
5741282,3.33,3.33,0,1.0
5820733,2.22,2.22,0,1.0
5827850,2.46,2.46,0,1.0
5808315,5.87,5.87,0,1.0
35747,7.49,7.49,0,1.0
5914424,10.16,9.21,0,4.0
5876068,5.56,5.56,1,1.0
5854380,3.485925925925925,3.481851851851851,1,1.2222222222222223
5900306,1.43,1.43,1,1.75
5804162,3.95,3.95,0,1.0
5760346,0.5433333333333333,0.5433333333333333,0,1.0
5782450,11.684000000000001,11.684000000000001,0,1.0
5675824,2.22,2.22,0,4.0
5809166,13.656666666666666,13.656666666666666,0,1.0
5875309,2.700000000000001,2.700000000000001,1,1.0952380952380953
5856836,3.25,3.25,0,1.0
5846456,15.399999999999999,15.399999999999999,1,0.9545454545454546
5835129,5.71,5.71,0,1.0
5869078,4.759999999999999,4.759999999999999,1,1.25
5734524,3.9699999999999998,3.9128571428571424,1,1.0
5879031,4.29,4.29,0,1.0
5711174,4.59,4.59,0,1.0
5683569,2.266666666666667,2.266666666666667,0,1.0
5897977,5.4,5.4,0,1.0
5851300,3.97,3.97,0,1.0
5879283,3.9500000000000015,3.9500000000000015,1,1.2380952380952381
5847168,3.24,3.24,0,1.0
5855021,2.9933333333333336,2.9933333333333336,0,0.6666666666666666
5690210,5.79,5.79,0,1.0
5868905,9.21,9.21,0,1.0
5916261,6.565,6.565,0,1.0
5716213,0.79,0.79,0,1.0
5884147,5.56,5.56,0,1.0
5902945,2.98,2.98,0,1.0
5921818,4.95,4.95,1,1.0
5883281,5.56,5.56,0,1.0
5801319,5.555,5.395,0,2.0
5880362,15.076666666666666,15.076666666666666,0,1.0
5807557,13.02,13.02,0,1.0
5852513,1.2699999999999998,1.2699999999999998,1,1.0
5823258,3.0,3.0,0,1.0
5773612,1.5454545454545459,1.5454545454545459,1,1.8181818181818181
5716847,2.86,2.86,0,1.0
5847361,4.270000000000002,4.262580645161292,1,1.064516129032258
5893998,54.92,54.92,0,1.0
5829349,0.7366666666666667,0.7366666666666667,0,0.8333333333333334
5860157,3.89,3.89,1,1.0
5840396,2.68,2.68,1,1.75
5822456,6.522,6.522,0,1.0
5838621,6.970000000000001,6.970000000000001,0,1.0
5863849,40.15999999999999,40.15999999999999,1,1.3636363636363635
5843277,22.7,22.7,0,1.0
5857337,2.7019999999999995,2.7019999999999995,0,1.0
5843090,11.11,11.11,0,1.0
5744105,4.44,4.44,1,2.0
5848287,3.0,2.9499999999999997,1,1.0
5784901,4.03,4.03,0,1.0
5876832,11.03,11.03,0,1.0
5910730,2.89,2.89,0,1.0
5689193,1.9,1.9,1,1.6
5755372,3.97,3.97,0,1.0
5884009,3.8000000000000003,3.49,0,2.5
5891486,38.89,38.89,0,1.0
5711050,0.7899999999999998,0.7899999999999998,1,0.9411764705882353
5866298,3.4,3.4,0,1.0
5848279,3.0,3.0,0,4.0
5891337,7.895555555555554,7.895555555555554,1,1.0
5902636,5.0280000000000005,4.816000000000001,0,1.0
5885290,1.9800000000000002,1.9800000000000002,1,1.0
5928410,1.43,1.43,0,1.0
5689321,16.550714285714292,16.550714285714292,1,1.0
5930363,5.4,5.4,0,1.0
5869151,7.759090909090907,7.759090909090907,1,1.1636363636363636
5736322,3.9285714285714284,3.9285714285714284,1,1.0
5810675,6.16,6.16,0,1.0
5820778,1.59,1.59,0,1.0
5798043,4.021428571428571,4.021428571428571,1,1.0
5877212,14.92,14.92,0,1.0
5904909,3.17,3.17,0,1.0
5780839,7.14,7.14,0,1.0
5724504,4.439999999999999,4.41076923076923,1,1.3461538461538463
5767591,19.37,19.37,1,1.0
5764742,4.57,4.57,1,1.6
5810148,9.519999999999998,9.519999999999998,1,1.2307692307692308
5800422,9.86,9.86,0,1.0
5809156,14.13,14.13,0,1.0
5840318,5.715,5.715,0,1.0
5877453,54.220700636942674,54.186050955414004,1,1.1464968152866242
5864992,5.2299999999999995,5.2299999999999995,1,1.0
5703536,3.8200000000000003,3.8200000000000003,0,1.0
5758038,2.7000000000000006,2.7000000000000006,0,1.0
5900300,1.43,1.43,1,2.0
5862568,5.279999999999999,5.279999999999999,0,1.0
5846068,10.0,10.0,0,1.0
5557810,5.527894736842106,5.511052631578948,1,1.1578947368421053
5911708,4.44,4.44,1,0.8888888888888888
5787034,7.94,7.94,0,1.0
5869134,6.1983593750000106,6.11140625000001,1,1.2109375
5875294,7.22,7.22,1,1.5
5876724,6.19,6.19,0,1.0
5745264,2.54,2.54,1,1.4
5723528,2.9399999999999986,2.9293103448275852,1,1.0689655172413792
5854838,5.240000000000001,5.240000000000001,1,1.0
5519,7.7,7.7,0,1.0
5540779,18.377777777777776,18.377777777777776,1,1.1111111111111112
5823465,5.22,5.22,1,1.375
5670321,4.338461538461538,4.338461538461538,1,1.2307692307692308
5595914,17.46,17.286,1,2.2
5731712,6.1395238095238085,6.1395238095238085,1,1.1428571428571428
5813854,3.97,3.97,0,1.0
5761284,1.0733333333333326,1.0599999999999992,1,1.121212121212121
5689316,16.67,16.67,0,1.0
5557424,6.387272727272727,6.387272727272727,1,1.1818181818181819
5792198,6.980000000000001,6.980000000000001,0,1.0
5799199,1.27,1.27,0,1.0
5587764,1.5863636363636382,1.5863636363636382,1,1.1590909090909092
5857342,2.78,2.78,1,1.8
5797453,14.040000000000001,14.040000000000001,1,1.0
5661290,6.98,6.98,0,1.0
5867046,2.86,2.86,0,1.0
5695650,2.608571428571429,2.602857142857143,1,1.2142857142857142
5837655,7.62,7.62,0,1.0
5708149,2.37,2.37,0,1.0
5809152,14.129999999999999,14.129999999999999,1,1.0
5882363,13.97,13.97,0,1.0
5883399,6.0,6.0,0,1.0
5930452,11.43,11.43,0,1.0
5884360,7.095,7.095,1,1.0
5847108,12.330833333333333,12.330833333333333,1,1.125
5678218,5.063999999999999,5.063999999999999,1,1.0
5908310,5.5600000000000005,5.5600000000000005,1,1.6666666666666667
5838230,6.02,6.02,0,1.0
5783522,1.6,1.6,0,1.0
5857007,3.1586666666666634,3.154222222222219,1,1.1111111111111112
5787952,9.37,9.37,0,1.0
5545476,10.0,10.0,0,1.0
5899902,7.41,7.41,0,4.0
5877898,1.27,1.27,0,1.0
5837120,1.75,1.75,0,1.3333333333333333
5877784,0.79,0.79,0,0.8333333333333334
5828277,1.8328571428571432,1.8328571428571432,1,1.0
5890022,3.81,3.81,0,1.0
5865595,5.08,5.08,0,1.0
5910452,13.7,13.7,0,1.0
5687325,10.0,10.0,0,1.0
5635087,4.367619047619047,4.156190476190476,1,1.1428571428571428
5896319,2.63,2.63,0,1.0
5867645,13.575,13.575,0,1.0
5695227,3.63,3.63,0,1.0
5856628,18.57,18.57,0,1.0
5737394,6.51,6.51,0,1.0
5852400,4.472,4.472,0,1.0
5851986,9.37,9.37,0,1.0
5783355,2.3825,2.3825,1,1.75
5781916,1.03,1.03,0,1.0
5836205,4.92,4.92,0,1.0
5865023,38.940000000000005,38.940000000000005,0,1.0
5696195,2.335,2.32,1,1.375
5823967,6.189999999999999,6.1585714285714275,1,0.9285714285714286
5756762,3.02,3.02,1,1.0
5837651,5.443333333333335,5.420000000000002,1,1.6666666666666667
5923693,1.43,1.43,0,1.0
5758042,2.6999999999999997,2.6999999999999997,1,1.1666666666666667
5862272,1.43,1.43,0,0.5
5809104,11.19,11.19,0,1.0
5898232,16.22,16.22,0,1.0
5926075,77.78,77.78,0,1.0
5919905,4.4399999999999995,4.4399999999999995,1,1.2941176470588236
5852040,4.89,4.89,0,1.0
5731718,2.5399999999999996,2.5399999999999996,1,1.0
5906726,5.759999999999999,5.759999999999999,1,1.0
5889902,1.7361538461538462,1.7361538461538462,1,1.2307692307692308
5902155,0.95,0.8636363636363636,1,1.2727272727272727
5769922,3.6099999999999994,3.6099999999999994,1,1.0
5847875,5.71,5.71,0,1.0
5811610,5.255,5.255,0,1.0
5785472,3.97,3.97,0,1.0
5850312,6.509999999999999,6.509999999999999,1,1.375
5882964,7.41,7.41,0,1.0
5865884,10.6,10.6,0,1.0
5740513,3.95,3.95,0,1.0
5914519,1.43,1.43,0,1.0
5875287,8.65,8.65,0,1.0
5713341,10.32,10.32,1,1.0
5884292,3.8550000000000004,3.7900000000000005,1,1.25
16712,46.83000000000001,46.83000000000001,1,1.0
5842714,14.13,13.915,0,2.5
5860243,20.24,20.24,0,1.0
5911109,3.41,3.41,0,1.0
5847374,16.11,16.11,0,1.0
5801131,3.65,3.65,0,1.0
5635085,4.4399999999999995,4.4399999999999995,1,1.2777777777777777
5822337,2.8285714285714287,2.8285714285714287,1,1.4285714285714286
5814821,3.0,3.0,0,1.0
5528038,7.78,7.78,0,1.0
5836830,5.116666666666667,5.116666666666667,1,2.0
5769907,3.6499999999999995,3.6499999999999995,1,0.8888888888888888
5904518,4.44,4.44,0,1.0
5839174,2.19,2.19,0,1.0
5855093,13.732222222222225,13.732222222222225,1,1.0
5659772,0.9500000000000001,0.9500000000000001,1,1.0
5855720,33.33,33.33,0,1.0
5851888,14.923333333333334,14.923333333333334,1,1.0
5884370,10.790000000000001,10.572857142857142,1,1.1428571428571428
5699219,5.5600000000000005,5.497777777777778,1,1.2222222222222223
5860443,4.06,4.06,0,1.0
5836496,4.759999999999999,4.759999999999999,1,1.0
5822449,6.33,6.33,0,4.0
5867532,2.1,2.1,0,1.0
5867633,52.37,52.37,0,1.0
